image	haze	primary	agriculture	clear	water	habitation	road	cultivation	slash_burn	cloudy	partly_cloudy	conventional_mine	bare_ground	artisinal_mine	blooming	selective_logging	blow_down
train_31046	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_31048	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_3105	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31051	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31054	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31056	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31057	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31060	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31062	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31063	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_31065	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31066	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31068	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31069	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31071	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_31074	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31077	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31078	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31079	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_31080	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31082	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31084	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_31085	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_31086	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_31087	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31090	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31093	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
train_31094	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31095	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31097	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3110	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
train_31100	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31101	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_31104	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31106	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31108	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31109	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31112	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31113	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
train_31114	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31118	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
train_3112	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31121	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31124	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31125	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31128	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31129	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_3113	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
train_31131	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31132	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
train_31133	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31137	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
train_31138	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3114	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
train_31141	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31144	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31146	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_31149	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_31150	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_31151	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31152	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31153	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31154	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31159	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_3116	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31161	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31164	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31166	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31170	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31172	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
train_31173	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31176	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31177	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31179	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_3118	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31180	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31182	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31183	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31184	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31186	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31191	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31192	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31193	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31194	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31197	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31199	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31200	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31201	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31204	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31208	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31209	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_3121	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31213	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31214	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31215	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31219	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
train_3122	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31220	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31222	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_31224	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31225	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31229	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31231	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_31234	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31236	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31237	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
train_31239	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_3124	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31241	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31244	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31246	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_31248	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31249	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31253	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31255	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31257	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31258	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3126	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31262	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31264	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31266	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31269	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_3127	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_31271	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_31272	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31274	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31276	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31279	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31280	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31281	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31284	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31287	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31289	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31291	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_31292	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31294	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31295	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31296	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31297	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31299	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_313	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31301	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31302	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31304	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31308	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_3131	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31310	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31313	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_31315	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31316	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31319	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31320	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31322	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31323	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31324	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31326	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31329	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31331	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31332	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
train_31333	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31335	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31336	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31340	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31341	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31344	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31345	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_31346	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31348	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
train_31349	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31354	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
train_31356	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31358	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31359	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_3136	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31362	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31363	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
train_31365	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31366	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31368	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31369	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_3137	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0
train_31370	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31371	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_31373	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31377	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31378	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31381	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31382	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31384	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31385	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31387	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31389	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
train_3139	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31390	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31392	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31394	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31397	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
train_314	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31400	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31402	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31403	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_31405	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31408	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31409	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31410	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31413	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31414	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
train_31415	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
train_31416	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31419	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31420	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
train_31423	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31424	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_31425	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31426	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31428	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31429	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3143	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_31431	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31433	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31435	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31438	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
train_31440	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31441	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31443	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31444	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31446	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31447	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31449	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31451	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31453	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31455	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31457	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3146	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31460	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31463	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31464	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31466	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31469	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
train_3147	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31470	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31471	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31473	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31475	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
train_31478	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31479	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
train_3148	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31482	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31483	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
train_31487	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31489	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3149	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31490	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31491	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31495	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
train_31497	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0
train_31498	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31499	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31500	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31501	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31503	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31504	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31507	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31508	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31510	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31514	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31518	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_3152	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
train_31520	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31523	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31525	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31526	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_31527	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_3153	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31530	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31533	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31534	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31535	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31537	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31538	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31539	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31540	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
train_31542	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31545	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_31547	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31548	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_3155	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31553	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31555	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31556	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
train_31558	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31560	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31561	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31563	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31564	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31568	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_3157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31570	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0
train_31572	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31573	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31575	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_31576	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31577	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31578	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
train_3158	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31583	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31585	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31586	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31588	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31589	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_3159	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31590	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31594	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31595	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31598	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_3160	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31602	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31605	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31607	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31608	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_3161	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_31612	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31615	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_31616	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31617	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31619	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31620	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31622	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31624	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31625	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
train_31626	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3163	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31632	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31634	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_31635	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31637	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31641	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31643	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31645	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31646	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31647	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_31649	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_3165	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31651	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_31652	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_31654	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_31656	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_31657	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_3166	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
train_31660	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_31661	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_31664	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
train_31665	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
